Area,Date,Unadjusted CPI Index
Region and area size(2),12/1/19,
Northeast,12/1/19,270.429
Northeast - Size Class A,12/1/19,274.33
Northeast - Size Class B/C(3),12/1/19,158.721
New England(4),12/1/19,104.273
Middle Atlantic(4),12/1/19,103.492
Midwest,12/1/19,238.734
Midwest - Size Class A,12/1/19,239.925
Midwest - Size Class B/C(3),12/1/19,152.413
East North Central(4),12/1/19,103.605
West North Central(4),12/1/19,103.437
South,12/1/19,247.289
South - Size Class A,12/1/19,252.049
South - Size Class B/C(3),12/1/19,156.171
South Atlantic(4),12/1/19,104.478
West - Size Class A,11/1/20,285.451
East South Central(4),12/1/19,102.426
West South Central(4),12/1/19,102.815
West,12/1/19,272.584
West - Size Class A,12/1/19,281.143
West - Size Class B/C(3),12/1/19,158.496
Mountain(4),12/1/19,106.399
Pacific(4),12/1/19,105.744
Size classes,12/1/19,
Size Class A(5),12/1/19,237.251
Size Class B/C(3),12/1/19,156.258
Selected local areas,12/1/19,
"Chicago-Naperville-Elgin, IL-IN-WI",12/1/19,242.079
"Los Angeles-Long Beach-Anaheim, CA",12/1/19,275.553
"New York-Newark-Jersey City, NY-NJ-PA",12/1/19,279.816
"Atlanta-Sandy Springs-Roswell, GA",12/1/19,245.076
"Baltimore-Columbia-Towson, MD(6)",12/1/19,257.847
"Detroit-Warren-Dearborn, MI",12/1/19,237.514
"Houston-The Woodlands-Sugar Land, TX",12/1/19,228.765
"Miami-Fort Lauderdale-West Palm Beach, FL",12/1/19,270.918
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",12/1/19,257.194
"Phoenix-Mesa-Scottsdale, AZ(7)",12/1/19,144.91
"San Francisco-Oakland-Hayward, CA",12/1/19,297.007
"Seattle-Tacoma-Bellevue, WA",12/1/19,279.421
"St. Louis, MO-IL",12/1/19,231.42
Urban Alaska,12/1/19,226.527
"Boston-Cambridge-Newton, MA-NH",12/1/19,
"Dallas-Fort Worth-Arlington, TX",12/1/19,
"Denver-Aurora-Lakewood, CO",12/1/19,
"Minneapolis-St.Paul-Bloomington, MN-WI",12/1/19,
"Riverside-San Bernardino-Ontario, CA(4)",12/1/19,
"San Diego-Carlsbad, CA",12/1/19,
"Tampa-St. Petersburg-Clearwater, FL(8)",12/1/19,
Urban Hawaii,12/1/19,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",12/1/19,
U.S. city average,1/1/20,257.971
Region and area size(2),1/1/20,
Northeast,1/1/20,272.316
Northeast - Size Class A,1/1/20,276.25
Northeast - Size Class B/C(3),1/1/20,159.824
New England(4),1/1/20,105.014
Middle Atlantic(4),1/1/20,104.209
Midwest,1/1/20,239.69
Midwest - Size Class A,1/1/20,241.139
Midwest - Size Class B/C(3),1/1/20,152.928
East North Central(4),1/1/20,104.13
West North Central(4),1/1/20,103.603
South,1/1/20,248.005
South - Size Class A,1/1/20,252.646
South - Size Class B/C(3),1/1/20,156.673
South Atlantic(4),1/1/20,104.811
East South Central(4),1/1/20,102.776
West South Central(4),1/1/20,103.032
West,1/1/20,273.34
West - Size Class A,1/1/20,282.427
West - Size Class B/C(3),1/1/20,158.599
Mountain(4),1/1/20,106.588
Pacific(4),1/1/20,106.076
Size classes,1/1/20,
Size Class A(5),1/1/20,238.344
Size Class B/C(3),1/1/20,156.769
Selected local areas,1/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",1/1/20,244.361
"Los Angeles-Long Beach-Anaheim, CA",1/1/20,277.755
"New York-Newark-Jersey City, NY-NJ-PA",1/1/20,282.02
"Atlanta-Sandy Springs-Roswell, GA",1/1/20,
"Baltimore-Columbia-Towson, MD(6)",1/1/20,
"Detroit-Warren-Dearborn, MI",1/1/20,
"Houston-The Woodlands-Sugar Land, TX",1/1/20,
"Miami-Fort Lauderdale-West Palm Beach, FL",1/1/20,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1/1/20,
"Phoenix-Mesa-Scottsdale, AZ(7)",1/1/20,
"San Francisco-Oakland-Hayward, CA",1/1/20,
"Seattle-Tacoma-Bellevue, WA",1/1/20,
"St. Louis, MO-IL",1/1/20,
Urban Alaska,1/1/20,
"Boston-Cambridge-Newton, MA-NH",1/1/20,285.181
"Dallas-Fort Worth-Arlington, TX",1/1/20,238.935
"Denver-Aurora-Lakewood, CO",1/1/20,270.952
"Minneapolis-St.Paul-Bloomington, MN-WI",1/1/20,252.447
"Riverside-San Bernardino-Ontario, CA(4)",1/1/20,107.143
"San Diego-Carlsbad, CA",1/1/20,302.564
"Tampa-St. Petersburg-Clearwater, FL(8)",1/1/20,231.258
Urban Hawaii,1/1/20,283.683
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",1/1/20,266.433
U.S. city average,2/1/20,258.678
Region and area size(2),2/1/20,
Northeast,2/1/20,273.08
Northeast - Size Class A,2/1/20,277.04
Northeast - Size Class B/C(3),2/1/20,160.261
New England(4),2/1/20,105.221
Middle Atlantic(4),2/1/20,104.534
Midwest,2/1/20,240.421
Midwest - Size Class A,2/1/20,241.652
Midwest - Size Class B/C(3),2/1/20,153.478
East North Central(4),2/1/20,104.271
West North Central(4),2/1/20,104.316
South,2/1/20,248.412
South - Size Class A,2/1/20,253.216
South - Size Class B/C(3),2/1/20,156.872
South Atlantic(4),2/1/20,105.06
East South Central(4),2/1/20,102.771
West South Central(4),2/1/20,103.137
West,2/1/20,274.412
West - Size Class A,2/1/20,283.592
West - Size Class B/C(3),2/1/20,159.183
Mountain(4),2/1/20,106.753
Pacific(4),2/1/20,106.583
Size classes,2/1/20,
Size Class A(5),2/1/20,239.052
Size Class B/C(3),2/1/20,157.168
Selected local areas,2/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",2/1/20,244.407
"Los Angeles-Long Beach-Anaheim, CA",2/1/20,278.657
"New York-Newark-Jersey City, NY-NJ-PA",2/1/20,282.577
"Atlanta-Sandy Springs-Roswell, GA",2/1/20,247.042
"Baltimore-Columbia-Towson, MD(6)",2/1/20,259.121
"Detroit-Warren-Dearborn, MI",2/1/20,238.634
"Houston-The Woodlands-Sugar Land, TX",2/1/20,230.147
"Miami-Fort Lauderdale-West Palm Beach, FL",2/1/20,272.044
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2/1/20,259.694
"Phoenix-Mesa-Scottsdale, AZ(7)",2/1/20,145.746
"San Francisco-Oakland-Hayward, CA",2/1/20,299.69
"Seattle-Tacoma-Bellevue, WA",2/1/20,282.115
"St. Louis, MO-IL",2/1/20,233.374
Urban Alaska,2/1/20,226.51
"Boston-Cambridge-Newton, MA-NH",2/1/20,
"Dallas-Fort Worth-Arlington, TX",2/1/20,
"Denver-Aurora-Lakewood, CO",2/1/20,
"Minneapolis-St.Paul-Bloomington, MN-WI",2/1/20,
"Riverside-San Bernardino-Ontario, CA(4)",2/1/20,
"San Diego-Carlsbad, CA",2/1/20,
"Tampa-St. Petersburg-Clearwater, FL(8)",2/1/20,
Urban Hawaii,2/1/20,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",2/1/20,
U.S. city average,{year}-03-01,258.115
Region and area size(2),{year}-03-01,
Northeast,{year}-03-01,272.531
Northeast - Size Class A,{year}-03-01,276.644
Northeast - Size Class B/C(3),{year}-03-01,159.816
New England(4),{year}-03-01,105.054
Middle Atlantic(4),{year}-03-01,104.307
Midwest,{year}-03-01,239.163
Midwest - Size Class A,{year}-03-01,240.436
Midwest - Size Class B/C(3),{year}-03-01,152.658
East North Central(4),{year}-03-01,103.675
West North Central(4),{year}-03-01,103.887
South,{year}-03-01,248.136
South - Size Class A,{year}-03-01,252.746
South - Size Class B/C(3),{year}-03-01,156.768
South Atlantic(4),{year}-03-01,104.902
East South Central(4),{year}-03-01,102.751
West South Central(4),{year}-03-01,103.057
West,{year}-03-01,273.995
West - Size Class A,{year}-03-01,282.88
West - Size Class B/C(3),{year}-03-01,159.129
Mountain(4),{year}-03-01,106.621
Pacific(4),{year}-03-01,106.411
Size classes,{year}-03-01,
Size Class A(5),{year}-03-01,238.467
Size Class B/C(3),{year}-03-01,156.862
Selected local areas,{year}-03-01,
"Chicago-Naperville-Elgin, IL-IN-WI",{year}-03-01,242.655
"Los Angeles-Long Beach-Anaheim, CA",{year}-03-01,276.589
"New York-Newark-Jersey City, NY-NJ-PA",{year}-03-01,281.975
"Atlanta-Sandy Springs-Roswell, GA",{year}-03-01,
"Baltimore-Columbia-Towson, MD(6)",{year}-03-01,
"Detroit-Warren-Dearborn, MI",{year}-03-01,
"Houston-The Woodlands-Sugar Land, TX",{year}-03-01,
"Miami-Fort Lauderdale-West Palm Beach, FL",{year}-03-01,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",{year}-03-01,
"Phoenix-Mesa-Scottsdale, AZ(7)",{year}-03-01,
"San Francisco-Oakland-Hayward, CA",{year}-03-01,
"Seattle-Tacoma-Bellevue, WA",{year}-03-01,
"St. Louis, MO-IL",{year}-03-01,
Urban Alaska,{year}-03-01,
"Boston-Cambridge-Newton, MA-NH",{year}-03-01,285.544
"Dallas-Fort Worth-Arlington, TX",{year}-03-01,238.865
"Denver-Aurora-Lakewood, CO",{year}-03-01,270.12
"Minneapolis-St.Paul-Bloomington, MN-WI",{year}-03-01,251.57
"Riverside-San Bernardino-Ontario, CA(4)",{year}-03-01,107.162
"San Diego-Carlsbad, CA",{year}-03-01,302.589
"Tampa-St. Petersburg-Clearwater, FL(8)",{year}-03-01,231.619
Urban Hawaii,{year}-03-01,285.321
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",{year}-03-01,265.385
U.S. city average,4/1/20,256.389
Region and area size(2),4/1/20,
Northeast,4/1/20,271.325
Northeast - Size Class A,4/1/20,275.082
Northeast - Size Class B/C(3),4/1/20,159.365
New England(4),4/1/20,104.728
Middle Atlantic(4),4/1/20,103.794
Midwest,4/1/20,236.474
Midwest - Size Class A,4/1/20,237.335
Midwest - Size Class B/C(3),4/1/20,151.09
East North Central(4),4/1/20,102.423
West North Central(4),4/1/20,102.911
South,4/1/20,246.254
South - Size Class A,4/1/20,251.019
South - Size Class B/C(3),4/1/20,155.508
South Atlantic(4),4/1/20,104.313
East South Central(4),4/1/20,101.878
West South Central(4),4/1/20,101.943
West,4/1/20,272.913
West - Size Class A,4/1/20,281.278
West - Size Class B/C(3),4/1/20,158.824
Mountain(4),4/1/20,106.275
Pacific(4),4/1/20,105.963
Size classes,4/1/20,
Size Class A(5),4/1/20,236.773
Size Class B/C(3),4/1/20,155.868
Selected local areas,4/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",4/1/20,240.364
"Los Angeles-Long Beach-Anaheim, CA",4/1/20,275.853
"New York-Newark-Jersey City, NY-NJ-PA",4/1/20,280.623
"Atlanta-Sandy Springs-Roswell, GA",4/1/20,242.617
"Baltimore-Columbia-Towson, MD(6)",4/1/20,258.978
"Detroit-Warren-Dearborn, MI",4/1/20,232.107
"Houston-The Woodlands-Sugar Land, TX",4/1/20,226.387
"Miami-Fort Lauderdale-West Palm Beach, FL",4/1/20,269.237
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4/1/20,256.353
"Phoenix-Mesa-Scottsdale, AZ(7)",4/1/20,143.734
"San Francisco-Oakland-Hayward, CA",4/1/20,298.074
"Seattle-Tacoma-Bellevue, WA",4/1/20,280.484
"St. Louis, MO-IL",4/1/20,229.592
Urban Alaska,4/1/20,222.909
"Boston-Cambridge-Newton, MA-NH",4/1/20,
"Dallas-Fort Worth-Arlington, TX",4/1/20,
"Denver-Aurora-Lakewood, CO",4/1/20,
"Minneapolis-St.Paul-Bloomington, MN-WI",4/1/20,
"Riverside-San Bernardino-Ontario, CA(4)",4/1/20,
"San Diego-Carlsbad, CA",4/1/20,
"Tampa-St. Petersburg-Clearwater, FL(8)",4/1/20,
Urban Hawaii,4/1/20,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",4/1/20,
U.S. city average,5/1/20,256.394
Region and area size(2),5/1/20,
Northeast,5/1/20,271.345
Northeast - Size Class A,5/1/20,275.453
Northeast - Size Class B/C(3),5/1/20,159.111
New England(4),5/1/20,104.113
Middle Atlantic(4),5/1/20,104.033
Midwest,5/1/20,237.291
Midwest - Size Class A,5/1/20,238.701
Midwest - Size Class B/C(3),5/1/20,151.407
East North Central(4),5/1/20,102.887
West North Central(4),5/1/20,103.019
South,5/1/20,245.696
South - Size Class A,5/1/20,250.717
South - Size Class B/C(3),5/1/20,155.055
South Atlantic(4),5/1/20,104.071
East South Central(4),5/1/20,101.703
West South Central(4),5/1/20,101.695
West,5/1/20,273.062
West - Size Class A,5/1/20,282.345
West - Size Class B/C(3),5/1/20,158.301
Mountain(4),5/1/20,106.425
Pacific(4),5/1/20,105.988
Size classes,5/1/20,
Size Class A(5),5/1/20,237.26
Size Class B/C(3),5/1/20,155.603
Selected local areas,5/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",5/1/20,242.65
"Los Angeles-Long Beach-Anaheim, CA",5/1/20,276.842
"New York-Newark-Jersey City, NY-NJ-PA",5/1/20,282.092
"Atlanta-Sandy Springs-Roswell, GA",5/1/20,
"Baltimore-Columbia-Towson, MD(6)",5/1/20,
"Detroit-Warren-Dearborn, MI",5/1/20,
"Houston-The Woodlands-Sugar Land, TX",5/1/20,
"Miami-Fort Lauderdale-West Palm Beach, FL",5/1/20,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5/1/20,
"Phoenix-Mesa-Scottsdale, AZ(7)",5/1/20,
"San Francisco-Oakland-Hayward, CA",5/1/20,
"Seattle-Tacoma-Bellevue, WA",5/1/20,
"St. Louis, MO-IL",5/1/20,
Urban Alaska,5/1/20,
"Boston-Cambridge-Newton, MA-NH",5/1/20,282.62
"Dallas-Fort Worth-Arlington, TX",5/1/20,236.317
"Denver-Aurora-Lakewood, CO",5/1/20,271.379
"Minneapolis-St.Paul-Bloomington, MN-WI",5/1/20,251.243
"Riverside-San Bernardino-Ontario, CA(4)",5/1/20,106.899
"San Diego-Carlsbad, CA",5/1/20,301.317
"Tampa-St. Petersburg-Clearwater, FL(8)",5/1/20,231.032
Urban Hawaii,5/1/20,285.834
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",5/1/20,265.733
U.S. city average,6/1/20,257.797
Region and area size(2),6/1/20,
Northeast,6/1/20,272.283
Northeast - Size Class A,6/1/20,276.165
Northeast - Size Class B/C(3),6/1/20,159.843
New England(4),6/1/20,104.596
Middle Atlantic(4),6/1/20,104.347
Midwest,6/1/20,239.259
Midwest - Size Class A,6/1/20,240.625
Midwest - Size Class B/C(3),6/1/20,152.683
East North Central(4),6/1/20,103.724
West North Central(4),6/1/20,103.91
South,6/1/20,247.223
South - Size Class A,6/1/20,251.967
South - Size Class B/C(3),6/1/20,156.135
South Atlantic(4),6/1/20,104.694
East South Central(4),6/1/20,102.401
West South Central(4),6/1/20,102.344
West,6/1/20,274.155
West - Size Class A,6/1/20,283.59
West - Size Class B/C(3),6/1/20,158.857
Mountain(4),6/1/20,107.226
Pacific(4),6/1/20,106.277
Size classes,6/1/20,
Size Class A(5),6/1/20,238.371
Size Class B/C(3),6/1/20,156.558
Selected local areas,6/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",6/1/20,243.475
"Los Angeles-Long Beach-Anaheim, CA",6/1/20,278.121
"New York-Newark-Jersey City, NY-NJ-PA",6/1/20,282.333
"Atlanta-Sandy Springs-Roswell, GA",6/1/20,245.184
"Baltimore-Columbia-Towson, MD(6)",6/1/20,257.942
"Detroit-Warren-Dearborn, MI",6/1/20,236.118
"Houston-The Woodlands-Sugar Land, TX",6/1/20,228.898
"Miami-Fort Lauderdale-West Palm Beach, FL",6/1/20,271.072
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6/1/20,257.983
"Phoenix-Mesa-Scottsdale, AZ(7)",6/1/20,145.849
"San Francisco-Oakland-Hayward, CA",6/1/20,300.032
"Seattle-Tacoma-Bellevue, WA",6/1/20,281.055
"St. Louis, MO-IL",6/1/20,233.518
Urban Alaska,6/1/20,225.245
"Boston-Cambridge-Newton, MA-NH",6/1/20,
"Dallas-Fort Worth-Arlington, TX",6/1/20,
"Denver-Aurora-Lakewood, CO",6/1/20,
"Minneapolis-St.Paul-Bloomington, MN-WI",6/1/20,
"Riverside-San Bernardino-Ontario, CA(4)",6/1/20,
"San Diego-Carlsbad, CA",6/1/20,
"Tampa-St. Petersburg-Clearwater, FL(8)",6/1/20,
Urban Hawaii,6/1/20,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",6/1/20,
U.S. city average,7/1/20,259.101
Region and area size(2),7/1/20,
Northeast,7/1/20,273.347
Northeast - Size Class A,7/1/20,277.028
Northeast - Size Class B/C(3),7/1/20,160.631
New England(4),7/1/20,104.651
Middle Atlantic(4),7/1/20,104.887
Midwest,7/1/20,240.43
Midwest - Size Class A,7/1/20,240.885
Midwest - Size Class B/C(3),7/1/20,153.776
East North Central(4),7/1/20,104.254
West North Central(4),7/1/20,104.369
South,7/1/20,248.619
South - Size Class A,7/1/20,253.283
South - Size Class B/C(3),7/1/20,157.057
South Atlantic(4),7/1/20,105.13
East South Central(4),7/1/20,103.319
West South Central(4),7/1/20,103.058
West,7/1/20,275.597
West - Size Class A,7/1/20,284.994
West - Size Class B/C(3),7/1/20,159.752
Mountain(4),7/1/20,107.573
Pacific(4),7/1/20,106.914
Size classes,7/1/20,
Size Class A(5),7/1/20,239.322
Size Class B/C(3),7/1/20,157.492
Selected local areas,7/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",7/1/20,244.046
"Los Angeles-Long Beach-Anaheim, CA",7/1/20,279.899
"New York-Newark-Jersey City, NY-NJ-PA",7/1/20,283.624
"Atlanta-Sandy Springs-Roswell, GA",7/1/20,
"Baltimore-Columbia-Towson, MD(6)",7/1/20,
"Detroit-Warren-Dearborn, MI",7/1/20,
"Houston-The Woodlands-Sugar Land, TX",7/1/20,
"Miami-Fort Lauderdale-West Palm Beach, FL",7/1/20,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",7/1/20,
"Phoenix-Mesa-Scottsdale, AZ(7)",7/1/20,
"San Francisco-Oakland-Hayward, CA",7/1/20,
"Seattle-Tacoma-Bellevue, WA",7/1/20,
"St. Louis, MO-IL",7/1/20,
Urban Alaska,7/1/20,
"Boston-Cambridge-Newton, MA-NH",7/1/20,283.175
"Dallas-Fort Worth-Arlington, TX",7/1/20,239.888
"Denver-Aurora-Lakewood, CO",7/1/20,275.589
"Minneapolis-St.Paul-Bloomington, MN-WI",7/1/20,250.986
"Riverside-San Bernardino-Ontario, CA(4)",7/1/20,107.64
"San Diego-Carlsbad, CA",7/1/20,305.611
"Tampa-St. Petersburg-Clearwater, FL(8)",7/1/20,233.447
Urban Hawaii,7/1/20,285.725
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",7/1/20,267.287
U.S. city average,8/1/20,259.918
Region and area size(2),8/1/20,
Northeast,8/1/20,273.597
Northeast - Size Class A,8/1/20,277.194
Northeast - Size Class B/C(3),8/1/20,160.844
New England(4),8/1/20,104.864
Middle Atlantic(4),8/1/20,104.939
Midwest,8/1/20,241.362
Midwest - Size Class A,8/1/20,241.847
Midwest - Size Class B/C(3),8/1/20,154.362
East North Central(4),8/1/20,104.745
West North Central(4),8/1/20,104.578
South,8/1/20,249.639
South - Size Class A,8/1/20,254.07
South - Size Class B/C(3),8/1/20,157.796
South Atlantic(4),8/1/20,105.691
East South Central(4),8/1/20,103.617
West South Central(4),8/1/20,103.299
West,8/1/20,276.443
West - Size Class A,8/1/20,285.441
West - Size Class B/C(3),8/1/20,160.528
Mountain(4),8/1/20,107.719
Pacific(4),8/1/20,107.309
Size classes,8/1/20,
Size Class A(5),8/1/20,239.834
Size Class B/C(3),8/1/20,158.123
Selected local areas,8/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",8/1/20,244.341
"Los Angeles-Long Beach-Anaheim, CA",8/1/20,280.116
"New York-Newark-Jersey City, NY-NJ-PA",8/1/20,283.478
"Atlanta-Sandy Springs-Roswell, GA",8/1/20,248.07
"Baltimore-Columbia-Towson, MD(6)",8/1/20,259.336
"Detroit-Warren-Dearborn, MI",8/1/20,240.598
"Houston-The Woodlands-Sugar Land, TX",8/1/20,228.978
"Miami-Fort Lauderdale-West Palm Beach, FL",8/1/20,273.861
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8/1/20,259.965
"Phoenix-Mesa-Scottsdale, AZ(7)",8/1/20,146.395
"San Francisco-Oakland-Hayward, CA",8/1/20,300.182
"Seattle-Tacoma-Bellevue, WA",8/1/20,284.905
"St. Louis, MO-IL",8/1/20,234.818
Urban Alaska,8/1/20,226.984
"Boston-Cambridge-Newton, MA-NH",8/1/20,
"Dallas-Fort Worth-Arlington, TX",8/1/20,
"Denver-Aurora-Lakewood, CO",8/1/20,
"Minneapolis-St.Paul-Bloomington, MN-WI",8/1/20,
"Riverside-San Bernardino-Ontario, CA(4)",8/1/20,
"San Diego-Carlsbad, CA",8/1/20,
"Tampa-St. Petersburg-Clearwater, FL(8)",8/1/20,
Urban Hawaii,8/1/20,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",8/1/20,
U.S. city average,9/1/20,260.28
Region and area size(2),9/1/20,
Northeast,9/1/20,273.925
Northeast - Size Class A,9/1/20,277.897
Northeast - Size Class B/C(3),9/1/20,160.756
New England(4),9/1/20,104.923
Middle Atlantic(4),9/1/20,105.089
Midwest,9/1/20,241.878
Midwest - Size Class A,9/1/20,243.269
Midwest - Size Class B/C(3),9/1/20,154.352
East North Central(4),9/1/20,104.842
West North Central(4),9/1/20,105.088
South,9/1/20,250.193
South - Size Class A,9/1/20,254.848
South - Size Class B/C(3),9/1/20,158.065
South Atlantic(4),9/1/20,105.945
East South Central(4),9/1/20,103.581
West South Central(4),9/1/20,103.606
West,9/1/20,276.422
West - Size Class A,9/1/20,284.925
West - Size Class B/C(3),9/1/20,160.846
Mountain(4),9/1/20,107.735
Pacific(4),9/1/20,107.292
Size classes,9/1/20,
Size Class A(5),9/1/20,240.274
Size Class B/C(3),9/1/20,158.285
Selected local areas,9/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",9/1/20,245.745
"Los Angeles-Long Beach-Anaheim, CA",9/1/20,279.366
"New York-Newark-Jersey City, NY-NJ-PA",9/1/20,284.551
"Atlanta-Sandy Springs-Roswell, GA",9/1/20,
"Baltimore-Columbia-Towson, MD(6)",9/1/20,
"Detroit-Warren-Dearborn, MI",9/1/20,
"Houston-The Woodlands-Sugar Land, TX",9/1/20,
"Miami-Fort Lauderdale-West Palm Beach, FL",9/1/20,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",9/1/20,
"Phoenix-Mesa-Scottsdale, AZ(7)",9/1/20,
"San Francisco-Oakland-Hayward, CA",9/1/20,
"Seattle-Tacoma-Bellevue, WA",9/1/20,
"St. Louis, MO-IL",9/1/20,
Urban Alaska,9/1/20,
"Boston-Cambridge-Newton, MA-NH",9/1/20,283.391
"Dallas-Fort Worth-Arlington, TX",9/1/20,240.658
"Denver-Aurora-Lakewood, CO",9/1/20,273.86
"Minneapolis-St.Paul-Bloomington, MN-WI",9/1/20,256.28
"Riverside-San Bernardino-Ontario, CA(4)",9/1/20,108.201
"San Diego-Carlsbad, CA",9/1/20,304.443
"Tampa-St. Petersburg-Clearwater, FL(8)",9/1/20,236.804
Urban Hawaii,9/1/20,287.529
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",9/1/20,268.788
U.S. city average,10/1/20,260.388
Region and area size(2),10/1/20,
Northeast,10/1/20,273.374
Northeast - Size Class A,10/1/20,277.544
Northeast - Size Class B/C(3),10/1/20,160.278
New England(4),10/1/20,104.336
Middle Atlantic(4),10/1/20,105.018
Midwest,10/1/20,241.74
Midwest - Size Class A,10/1/20,243.183
Midwest - Size Class B/C(3),10/1/20,154.243
East North Central(4),10/1/20,104.787
West North Central(4),10/1/20,105.015
South,10/1/20,250.542
South - Size Class A,10/1/20,255.045
South - Size Class B/C(3),10/1/20,158.346
South Atlantic(4),10/1/20,106.162
East South Central(4),10/1/20,103.82
West South Central(4),10/1/20,103.586
West,10/1/20,276.876
West - Size Class A,10/1/20,285.347
West - Size Class B/C(3),10/1/20,161.141
Mountain(4),10/1/20,107.754
Pacific(4),10/1/20,107.525
Size classes,10/1/20,
Size Class A(5),10/1/20,240.351
Size Class B/C(3),10/1/20,158.363
Selected local areas,10/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",10/1/20,245.584
"Los Angeles-Long Beach-Anaheim, CA",10/1/20,279.947
"New York-Newark-Jersey City, NY-NJ-PA",10/1/20,284.121
"Atlanta-Sandy Springs-Roswell, GA",10/1/20,248.794
"Baltimore-Columbia-Towson, MD(6)",10/1/20,260.892
"Detroit-Warren-Dearborn, MI",10/1/20,239.922
"Houston-The Woodlands-Sugar Land, TX",10/1/20,229.885
"Miami-Fort Lauderdale-West Palm Beach, FL",10/1/20,274.193
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10/1/20,259.979
"Phoenix-Mesa-Scottsdale, AZ(7)",10/1/20,146.83
"San Francisco-Oakland-Hayward, CA",10/1/20,301.736
"Seattle-Tacoma-Bellevue, WA",10/1/20,284.505
"St. Louis, MO-IL",10/1/20,234.108
Urban Alaska,10/1/20,228.343
"Boston-Cambridge-Newton, MA-NH",10/1/20,
"Dallas-Fort Worth-Arlington, TX",10/1/20,
"Denver-Aurora-Lakewood, CO",10/1/20,
"Minneapolis-St.Paul-Bloomington, MN-WI",10/1/20,
"Riverside-San Bernardino-Ontario, CA(4)",10/1/20,
"San Diego-Carlsbad, CA",10/1/20,
"Tampa-St. Petersburg-Clearwater, FL(8)",10/1/20,
Urban Hawaii,10/1/20,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",10/1/20,
U.S. city average,11/1/20,260.229
Region and area size(2),11/1/20,
Northeast,11/1/20,273.543
Northeast - Size Class A,11/1/20,277.308
Northeast - Size Class B/C(3),11/1/20,160.685
New England(4),11/1/20,104.815
Middle Atlantic(4),11/1/20,104.929
Midwest,11/1/20,241.316
Midwest - Size Class A,11/1/20,242.349
Midwest - Size Class B/C(3),11/1/20,154.126
East North Central(4),11/1/20,104.456
West North Central(4),11/1/20,105.164
South,11/1/20,250.255
South - Size Class A,11/1/20,254.791
South - Size Class B/C(3),11/1/20,158.15
South Atlantic(4),11/1/20,106.085
East South Central(4),11/1/20,103.71
West South Central(4),11/1/20,103.382
West,11/1/20,276.875
West - Size Class B/C(3),11/1/20,161.069
Mountain(4),11/1/20,107.726
Pacific(4),11/1/20,107.535
Size classes,11/1/20,
Size Class A(5),11/1/20,240.133
Size Class B/C(3),11/1/20,158.306
Selected local areas,11/1/20,
"Chicago-Naperville-Elgin, IL-IN-WI",11/1/20,244.61
"Los Angeles-Long Beach-Anaheim, CA",11/1/20,280.102
"New York-Newark-Jersey City, NY-NJ-PA",11/1/20,283.291
"Atlanta-Sandy Springs-Roswell, GA",11/1/20,
"Baltimore-Columbia-Towson, MD(6)",11/1/20,
"Detroit-Warren-Dearborn, MI",11/1/20,
"Houston-The Woodlands-Sugar Land, TX",11/1/20,
"Miami-Fort Lauderdale-West Palm Beach, FL",11/1/20,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",11/1/20,
"Phoenix-Mesa-Scottsdale, AZ(7)",11/1/20,
"San Francisco-Oakland-Hayward, CA",11/1/20,
"Seattle-Tacoma-Bellevue, WA",11/1/20,
"St. Louis, MO-IL",11/1/20,
Urban Alaska,11/1/20,
"Boston-Cambridge-Newton, MA-NH",11/1/20,284.622
"Dallas-Fort Worth-Arlington, TX",11/1/20,239.544
